"","title","url","description","lng","lat","city","street","zip","date_start","date_end","time_start","time_end","price","organizer"
"1","Zur Motivik des nicht religiös motivierten Einsiedlertums in der chinesischen Literatur","http://www.domschule-wuerzburg.de/akademie/alle-veranstaltungen/zur-motivik-des-nicht-religioes-motivierten-einsiedlertums-in-der-chinesischen-literatur/9ec28214-dfbc-447d-b91c-9d8e5c1e981f?mode=detail",NA,"9.9634205","49.8084818",
